ID_PROJETO	NUM_PROCESSO	TITULO	CLASSIFICACAO	AVALIACAO	DT_REGISTRO	DT_INICIAL	DT_CONCLUSAO	VL_PREVISTO	DT_ULTIMA_AVAL	SITUACAO	RESPONSAVEL	NOME	DEPTO	NOME_DEPTO	PALAVRAS_CHAVES	FUNDACAO_APOIO	SUPERVISOR_FINANCEIRO	EVENTO	TIPO_PUBLICO_ALVO	PUBLICO_ALVO	PUBLICO_ENVOLVIDO	CENTRO	PAGA_BOLSA										
7949	7439	Analise da viabilidade de implantaÁ„o de uma industria de Churrasqueiras para apartamentos na cidade de Cruz Alta.	Extens„o	Avaliado	18/03/1999	04/11/1998	15/03/1999	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	4	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
7749	7227	Analise da viabilidade Tecnico Economica de uma Mini Usina de Pasteuriza- Á„o de Leite em Formigueiro.	Extens„o	Avaliado	25/11/1998	31/07/1998	31/10/1998	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
10991	10335	Analise Tecnica da CRERAL.	Extens„o	Avaliado	07/12/1999	15/10/2000	15/11/2000	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	20	5	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
14367	13804	AN¡LISE DE PROJETO PARA FINS DE LICENCIAMENTO AMBIENTAL PARA OS MUNICÕPIOS INTEGRANTES DA AMCENTRO	Extens„o	Avaliado	16/01/1999	10/01/2003	31/12/2010	0	17/12/2010	ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		FATEC - FundaÁ„o de apoio a tecnologia e a ciÍncia		N„o se aplica	Geral	50	20	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
14029	13367	Assessoria para Elaboracao de Projeto de Analise de Viabilidade Tecnico-Economica para Empresa Kipper S.A	Extens„o	Avaliado	30/09/1999	04/03/2002	10/12/2002	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	20	4	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
7568	7040	Avaliacao tecnica sobre condicoes de trabalho.	Extens„o	Avaliado	03/09/1998	28/06/1998	28/07/1998	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
8971	8370	Avaliacao Tecnica sobre condi´oes de trabalho na Rede Ferroviaria Federal SA Estacao Ferroviaria de Cacequi.	Extens„o	Avaliado	31/08/1999	20/04/1999	20/05/1999	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	10	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
8972	8371	Avaliacao Tecnica sobre condicoes de trabalho na empresa Cerealista Trevi-san Granja Santa Maria - Dilermando de Aguiar.	Extens„o	Avaliado	31/08/1999	20/04/1999	20/05/1999	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	10	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
8970	8369	Avaliacao Tecnica sobre condicoes de trabalho na empresa Planalto Transportes Ltda .	Extens„o	Avaliado	31/08/1999	20/04/1999	20/07/1999	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	10	10	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
8973	8372	Avaliacao Tecnica sobre condicoes de trabalho na Prefeitura Municipal deSanta Maria - Camara de Vereadores.	Extens„o	Avaliado	31/08/1999	20/05/1999	20/07/1999	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	10	10	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
7558	7030	Avaliacao Tecnica sobre condicoes de trabalho.	Extens„o	Avaliado	02/09/1998	12/07/1998	12/08/1998	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
7559	7031	Avaliacao Tecnica sobre condicoes de trabalho.	Extens„o	Avaliado	03/09/1998	29/07/1998	03/08/1998	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
7562	7034	Avaliacao Tecnica sobre condicoes de trabalho.	Extens„o	Avaliado	03/09/1998	15/06/1998	15/07/1998	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
7956	7448	AvaliaÁ„o do Perfil dos Consumidores de Santa Maria e Regiao.	Extens„o	Avaliado	19/03/1999	31/10/1998	31/01/1999	0		Cancelado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
8194	7676	AvaliaÁ„o tecnica sobre condi´oes de trabalho na CRT - Distribuidor Geral.	Extens„o	Avaliado	05/05/1999	26/10/1998	26/11/1998	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
8192	7674	AvaliaÁ„o tecnica sobre condi´oes de trabalho na DIMED-Distribuidora de medicamentos Ltda	Extens„o	Avaliado	05/05/1999	26/10/1998	27/11/1998	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
8150	7637	AvaliaÁ„o tecnica sobre condi´oes de trabalho na Prefeitura Municipal de Sao Pedro do Sul - Secretaria de obras.	Extens„o	Avaliado	29/04/1999	30/10/1998	01/12/1998	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
8135	7622	AvaliaÁ„o tecnica sobre condi´oes de trabalho na Prefeitura Municipal de SSanta Maria - Secretaria da Saude - PA	Extens„o	Avaliado	27/04/1999	01/02/1999	01/03/1999	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
8198	7680	AvaliaÁ„o tecnica sobre condi´oes de trabalho na Prefeitura Municipal deSanta Maria - Oficinas.	Extens„o	Avaliado	05/05/1999	01/02/1999	01/03/1999	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
8199	7681	AvaliaÁ„o tecnica sobre condi´oes de trabalho na Rede Ferroviaria Federal AS - Patio de Triagem - Santa Maria	Extens„o	Avaliado	05/05/1999	08/02/1999	08/03/1999	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
8193	7675	AvaliaÁ„o tecnica sobre condi´oes de trabalho na Rede Ferroviaria Federal EstaÁ„o Bexiga.	Extens„o	Avaliado	05/05/1999	21/12/1998	21/01/1999	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
7741	7218	AvaliaÁ„o tecnica sobre condi´oes de trabalho	 na Prefeitura Municipal de Julio de Castilhos-centro social.	Extens„o	Avaliado	23/11/1998	10/09/1998	16/10/1998	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa						
8151	7638	AvaliaÁ„o tecnica sobre meio ambiente de trabalho na Prefeitura Municipal de Julio de Castlhos - RS. Creche tia Magali.	Extens„o	Avaliado	29/04/1999	11/10/1998	11/11/1998	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
7753	7231	AvaliaÁ„o Tecnica sobre condi´oes de trabalho na Coop.Triticola de Julio de Castilhos.	Extens„o	Avaliado	25/11/1998	30/08/1998	30/09/1998	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
7755	7233	AvaliaÁ„o Tecnica sobre condi´oes de trabalho na empresa Bom Parceiro Industria e Comercio de Cereais Ltda.	Extens„o	Avaliado	25/11/1998	16/09/1998	16/10/1998	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
7752	7230	AvaliaÁ„o Tecnica sobre condi´oes de trabalho na empresa Gehm&Cia.Ltda	Extens„o	Avaliado	25/11/1998	18/08/1998	18/09/1998	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
7754	7232	AvaliaÁ„o Tecnica sobre condi´oes de trabalho na empresa VIC-MAR	Extens„o	Avaliado	25/11/1998	30/08/1998	30/09/1998	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
7751	7229	AvaliaÁ„o Tecnica sobre condi´oes de trabalho na Prefeitura Municipal de de Julio de Castilhos-coleta de lixo.	Extens„o	Avaliado	25/11/1998	10/09/1998	16/10/1998	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
8969	8368	AvaliaÁ„o Tecnica sobre condi´oes de trabalho no Clube Recreativo Dores emSanta Maria.	Extens„o	Avaliado	31/08/1999	20/04/1999	20/06/1999	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	15	10	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
8134	7621	AvaliaÁ„o Tecnica sobre condi´oes de trabalho no Estabelecimento Agropecuario Waihrich Machado em Julio de Castilhos.	Extens„o	Avaliado	27/04/1999	01/02/1999	01/03/1999	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
7566	7038	Avalicao tecnica sobre condicoes de trabalho.	Extens„o	Avaliado	03/09/1998	22/06/1998	22/07/1998	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
7564	7036	Avalicao Tecnica sobre condicoes de trabalho.	Extens„o	Avaliado	03/09/1998	22/06/1998	22/07/1998	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
7556	7028	AvaliÁ„o Tecnica sobre condi´oes de Trabalho.	Extens„o	Avaliado	02/09/1998	14/07/1998	14/08/1998	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
12436	11721	AVALIACAO TECNICA SOBRE CONDICOES DE TRABALHO EM EMPRESAS DE SANTA MARIA.	Extens„o	Avaliado	31/10/1999	10/03/2001	30/08/2001	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
18312	15851	AVALIA«√O DO EMPREENDEDORISMO PARA O DESENVOLVIMENTO DO TURISMO NO MUNICÕPIO DE CA«APAVA DO SUL - RS.	Extens„o	Avaliado fora do prazo	11/05/2004	05/05/2004	05/05/2005		14/03/2006	ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
8106	7589	AVALIA«√O TECNICA SOBRE CONDI«’ES DE TRABALHO NA CONSTRUTORA NIMA LTDA.	Extens„o	Avaliado	22/04/1999	27/10/1998	31/10/1998	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
8107	7590	AVALIA«√O TECNICA SOBRE CONDI«’ES DE TRABALHO NA COOPERATIVA TRITICOLA SEPEENSE UNIDADE DE RESTINGA SECA.	Extens„o	Avaliado	22/04/1999	01/02/1999	01/03/1999	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
13170	12483	Cooperacao Tecnica a AMCENTRO para a Elaboracao de Projetos	Extens„o	Avaliado	19/04/1999	10/04/2002	30/12/2011	0	12/01/2012	ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	50	20	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
11197	10543	Curso de Especializacao em Gestao Estrategica Empresarial	Extens„o	Avaliado	27/03/1999	27/03/2001	31/10/2004	0	10/05/2004	ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	35	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
13178	12489	Curso de Plenaria de habilidades de Gestao	Extens„o	Avaliado	19/04/1999	17/09/2001	30/12/2001	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	120	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
10878	10213	Determinacao do custo de utilizacao de laps em cirurgias de medio porte noHospital de Caridade Dr.Astrogildo de Azevedo.	Extens„o	Avaliado	09/11/1999	01/04/2000	30/07/2000	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	20	10	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
18314	15852	ELABORA«√O DE DIAGN”STICO AMBIENTAL DO MUNICÕPIO DE JARI-RS	Extens„o	Avaliado fora do prazo	11/05/2004	05/05/2004	05/05/2005		14/03/2006	ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
24185	21020	ELABORA«√O DE DIAGN”STICO S”CIO-AMBIENTAL DO MUNICÕPIO DE FORMIGUEIRO	Extens„o	Avaliado	26/06/2007	15/05/2007	31/12/2007		15/01/2008	ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
17877	15433	ELABORA«√O DE DIAGN”STICO S”CIO-ECON‘MICO DOS MUNICÕPIOS INTEGRANTES DA AMCENTRO - RS	Extens„o	Avaliado	27/02/2004	05/05/2003	31/12/2003		13/05/2004	ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
19976	17421	ELABORA«√O DE PROCEDIMENTO OPERACIONAL VISANDO O CORRETO ARMAZENAMENTO	 MANUSEIO E DESTINA«√O FINAL DAS EMBALAGENS DE AGROT”XICOS NO MUNICÕPIO DE ITAQUI	Extens„o	Avaliado fora do prazo	29/04/2005	05/05/2005	05/05/2006		14/03/2006	ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa						
19979	17424	ELABORA«√O E DIAGN”STICO AMBIENTAL DO MUNICÕPIO DE S√O MARTINHO DA SERRA - RS.	Extens„o	Avaliado fora do prazo	29/04/2005	05/05/2005	05/05/2006		14/03/2006	ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
24184	21019	ELABORA«√O E DIAGN”STICO S”CIO-AMBIENTAL DO MUNICÕPIO DE S√O FRANCISCO DE ASSIS	Extens„o	Avaliado	26/06/2007	15/05/2007	31/12/2007		15/01/2008	ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
7953	7444	Estudo da viabilidade de implantaÁ„o de um curso de idiomas tecnico.	Extens„o	Avaliado	19/03/1999	15/10/1998	29/03/1999	0		ConcluÌdo/Publicado	2190633 - JANIS ELISA RUPPENTHAL	JANIS ELISA RUPPENTHAL	07.36.00.00.0.0	DEPTO. ENGENHARIA DE PRODU«√O E SISTEMAS - DPS		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	07.00.00.00.0.0 - CENTRO DE TECNOLOGIA - CT	N„o paga nenhum tipo de bolsa							
